source_english,reference_hindi,predicted_hindi
Due to this the number of cases of code violation have declined.,इससे इसके उल्लंघन के मामलों में भी कमी आ रही है।,इसके कारण आचार संहिता के उल्लंघन के मामलों की संख्या में कमी आई है.
"A proposal concerning this matter has been sent to the government on behalf of ADA, which is soon going to be approved.","इस संबंध में एडीए की तरफ से शासन को प्रस्ताव भेजा जा चुका है, जिस पर जल्दी ही मुहर लगने जा रही है।",इस मामले से संबंधित एक प्रस्ताव एडीए की ओर से सरकार को भेजा गया है जो जल्द ही स्वीकृत होने वाला है.
"This historical city, surrounded on three sides by Ganga-Jamuna has no land left where ADA can plan a big residential project.","तीन तरफ से गंगा-यमुना से घिरे इस ऐतिहासिक शहर में अब ऐसा भूखंड नहीं बचा रह गया, जिस पर एडीए कोई बड़ा आवासीय प्लान कर सके।",तीन तरफ से गंगा-जमुना से घिरा हुआ यह ऐतिहासिक शहर ऐसी कोई जमीन नहीं बचा है जहां एडीए एक बड़ी आवासीय परियोजना की योजना बना सके.
"So now they have decided to plan residential projects beyond Jhunsi in the east, Fafamau in the north, and beyond Naini in the South.","ऐसे में उसे अब पूरब की तरफ झूंसी से आगे, उत्तर दिशा में फाफामऊ और दक्षिण दिशा में नैनी से आगे की तरफ आवासीय प्लान करने का मंसूबा बना लिया है।","इसलिए अब उन्होंने पूर्व में झुंसी से परे, उत्तर में फाफामाऊ से परे और दक्षिण में नैनी से परे आवासीय परियोजनाओं की योजना बनाने का निर्णय लिया है."
"To make the plan inclusive a meeting was held under the chairmanship of the District collector, Rajshekhar.",इस प्लान को व्यापक स्वरूप देने के लिए जिलाधिकारी राजशेखर की अध्यक्षता में एक बैठक हुई।,योजना को समावेशी बनाने के लिए जिला कलेक्टर राजशेखर की अध्यक्षता में एक बैठक आयोजित की गई.
"ADA has plans to include the villages of Phulpur, Soranva, and Kurchhuna, with a population of two hundred citizens.","एडीए ने फूलपुर, सोरांव और करछना के दो सौ राजस्व गांवों को शामिल करने का विचार बनाया है।",एडीए की योजना दो सौ नागरिकों की आबादी वाले फूलपुर
After being included in the ADA boundary the Chaka and Bahadur blocks will be completed.,एडीए की सीमा में आने के बाद चाका एवं बहादुर ब्लाक समाप्त हो जाएगा।,एडीए सीमा में शामिल होने के बाद चाका और बहादुर ब्लॉक पूरे हो जाएंगे.
Half of the Kaudihar block will be brought within the ADA boundary.,वहीं कौड़िहार ब्लाक का आधा क्षेत्र भी एडीए में विलीन हो जाएगा।,आधे कौडिहार ब्लॉक को एडीए सीमा के भीतर लाया जाएगा.
"According to Amarnath Upadhyaya, secretary of ADA, a proposal concerning this matter has been sent to the government.",एडीए के सचिव अमरनाथ उपाध्याय के मुताबिक इस बाबत शासन को प्रस्ताव भेजा जा चुका है।,एडीए के सचिव अमरनाथ उपाध्याय के अनुसार इस मामले से संबंधित एक प्रस्ताव सरकार को भेज दिया गया है.
"ADA wants to bring the boundaries of these grampanchayants under its authorisation for planning, and will begin work on it soon.","इन ग्राम पंचायतों की सीमा को नियोजन के लिए एडीए अपने अधिकार क्षेत्र में लेना चाहता है, जिस पर जल्दी ही काम शुरू हो जाएगा।",एडीए इन ग्राम पंचायतों की सीमाओं को योजना के लिए अपने प्राधिकरण के तहत लाना चाहता है और जल्द ही इस पर काम शुरू कर देगा.
"If that happens, the price of buildings will decline in the city.",अगर ऐसा हुआ तो शहर में भवनों के चढ़ते दाम में कमी आएगी।,यदि ऐसा होता है तो शहर में भवनों की कीमत कम हो जाएगी.
The availability of housing for the general public will be increased.,वहीं आम लोगों को आवास की उपलब्धता भी आसानी से होगी।,आम जनता के लिए आवास की उपलब्धता बढ़ाई जाएगी.
Soon residential palaces on the lines of Lucknow and Noida will begin to be built in these new areas.,जल्द ही लखनऊ और नोएडा की तर्ज पर इस नए क्षेत्र में आवासीय महल खड़े होने लगेंगे।,जल्द ही इन नए क्षेत्रों में लखनऊ और नोएडा की तर्ज पर आवासीय महलों का निर्माण शुरू हो जाएगा.
"In the Government Medical College and Hospital (GMCH), Sector 32 ENT department head, Prof. Arjun Das of the National Academy of Medical Sciences New Delhi, has been selected for the fellowship.",गवर्नमेंट मेडिकल कालेज एवं अस्पताल (जीएमसीएच) सेक्टर 32 के ईएनटी विभाग के प्रमुख प्रो. अर्जुन दास को नेशनल एकेडमी ऑफ मेडिकल साइंसिस नई दिल्ली की फेलोशिप के लिए चुना गया है।,गवर्नमेंट मेडिकल कॉलेज एंड हॉस्पिटल (जीएमसीएच
"He has received this fellowship for his remarkable work in the field of ear, nose, throat medicine.","उन्हें कान, नाक, गले के क्षेत्र में उल्लेखनीय काम के लिए यह फेलोशिप मिली है।",कान. नाक. गले की चिकित्सा के क्षेत्र में उनके उल्लेखनीय कार्य के लिए उन्हें यह अध्येतावृत्ति प्राप्त हुई है.
"According to the Director of the Institute, Principal Prof. Atul Sachdeva, he is the second faculty member of the institute to have received the fellowship.",संस्थान के डायरेक्टर प्रिंसिपल प्रो. अतुल सचदेवा के मुताबिक वे संस्थान की दूसरी फैकल्टी हैं जिन्हें यह फेलोशिप मिली है।,संस्थान के निदेशक प्रा. अतुल सचदेवा के अनुसार वह संस्थान के दूसरे संकाय सदस्य हैं जिन्होंने फेलोशिप प्राप्त की है.
The human population has exceeded 7 billion.,इंसानों की आबादी 7 अरब का आंकड़ा पार कर चुकी है।,मानव जनसंख्या 7 अरब से अधिक हो गई है.
"If the population continues to increase this way, the time will soon come when mustering a morsel for every hungry mouth would be very difficult.","अगर जनसंख्या का बढ़ना इसी तरह जारी रहा तो जल्द ही वह समय आएगा, जब हर भूखे मुंह के लिए निवाला जुटा पाना मुश्किल होगा।",अगर जनसंख्या इस तरह बढ़ती रही तो जल्द ही वह समय आ जाएगा जब हर भूखे मुंह के लिए एक कटोरा इकट्ठा करना बहुत मुश्किल होगा.
"According to experts, in the near future people will have no other option but to eat worms and insects.",विशेषज्ञों के मुताबिक निकट भविष्य में इंसानों के पास कीड़े-मकौड़े खाने के अलावा कोई विकल्प नहीं रह जाएगा।,विशेषज्ञों के अनुसार निकट भविष्य में लोगों के पास कीड़े और कीड़े खाने के अलावा कोई विकल्प नहीं होगा.
"According to reports, this year a group of students from McGill University in Montreal received the Hult Prize for an innovative project.",खबरों के अनुसार मॉन्ट्रियल स्थित मैकगिल यूनिवर्सिटी के छात्रों के एक समूह ने इस साल अनोखे प्रोजेक्ट के लिए हल्ट पुरस्कार जीता था।,रिपोर्टों के अनुसार. इस वर्ष मॉन्ट्रियल में मैकगिल विश्वविद्यालय के छात्रों के एक समूह को एक नवीन परियोजना के लिए हल्ट पुरस्कार प्राप्त हुआ.
They were given the award for making protein flour from worms and insects.,उन्हें कीड़े-मकौड़ों से प्रोटीन युक्त आटा तैयार करने के लिए यह पुरस्कार दिया गया है।,उन्हें कृमि और कीटों से प्रोटीन आटा बनाने के लिए पुरस्कार दिया गया.
A $1 million grant was awarded to them to make it possible for them to pursue their research and experiments.,"बतौर पुरस्कार राशि उन्हें 1 मिलियन डॉलर की सहायता राशि दी गई है, ताकि वे अपने रिसर्च और प्रयोगों को आगे बढ़ा सकें।",उनके लिए अनुसंधान और प्रयोगों को आगे बढ़ाना संभव बनाने के लिए उन्हें 10 लाख डॉलर का अनुदान प्रदान किया गया.
"In an interview with ABC News on September 30th, the Group Chief Student Researcher, Mohammed Ashor, said that his team will experiment with grasshoppers for food.",30 सितंबर को एबीसी न्यूज को दिए गए इंटरव्यू में इस ग्रुप के मुख्य स्टूडेंट रिसर्चर मोहम्मद एशोर ने बताया कि अब उनकी टीम खाद्य पदार्थ के लिए टिड्डे पर एक्सपेरीमेंट करेंगे।,30 सितंबर को एबीसी न्यूज के साथ एक साक्षात्कार में ग्रुप चीफ स्टूडेंट रिसर्चर मोहम्मद आशोर ने कहा कि उनकी टीम भोजन के लिए टिड्डियों के साथ प्रयोग करेगी.
This report has an detailed description of edible worms and insects.,इस रिपोर्ट में खाने योग्य कीड़े-मकौड़ों के बारे में विस्तृत विवरण है।,इस रिपोर्ट में खाद्य कृमि और कीटों का विस्तृत विवरण दिया गया है.
"Finally, due to the Lok Sabha elections the Gujarat Chief Minister, Narendra Modi, expanded his cabinet on Friday to include 6 new ministers.",लोकसभा चुनाव के चलते आखिरकार गुजरात के मुख्यमंत्री नरेंद्र मोदी ने अपने मंत्रीमंडल का शुक्रवार को विस्तार करते हुए नए 6 मंत्रियों को शामिल कर लिया।,अंत में लोकसभा चुनाव के कारण गुजरात के मुख्यमंत्री नरेंद्र मोदी ने शुक्रवार को अपने मंत्रिमंडल का विस्तार करते हुए 6 नए मंत्रियों को शामिल किया.
The swearing in ceremony of these leaders was held at Mahatma Mandir in Gandhinagar today.,इन नेताओं की शपथ विधि का कार्यक्रम आज गांधीनगर स्थित महात्मा मंदिर में आयोजित हुआ।,इन नेताओं का शपथ ग्रहण समारोह आज गांधीनगर के महात्मा मंदिर में संपन्न हुआ.
"Governor Kamal Beniwal swore in the newly appointed Jashwant Singh Bhambhor, Dilip Rathore, Chhatrasingh Mori, Jayey Raddiya, Vasanbhai Ahir, and Jayedrathsingh Parmar.","राज्यपाल कमल बेनीवाल ने नवनियुक्त जशवंत सिंह भांभोर, दिलीप राठोड, छत्रसिंह मोरी, जयेय रादडिया, वासणभाई अहिर और जयद्रथसिंह परमार को शपथ दिलाई।",राज्यपाल कमल बेनीवाल ने नवनियुक्त जसवंत सिंह भंभोर
"During the swearing in ceremony as well as Chief Minister Modi, BJP senior leaders Amit Shah, Purushottam Rupala and a large number of activists were also present.","शपथ विधि के दौरान मुख्मयंत्री मोदी के अलावा बीजेपी के वरिष्ठ नेता अमित शाह, परषोत्तम रूपाला सहित बड़ी संख्या में कार्यकर्ता भी उपस्थित थे।","शपथ ग्रहण समारोह के दौरान मुख्यमंत्री मोदी के साथ-साथ भाजपा के वरिष्ठ नेता अमित शाह, पुरुषोत्तम रूपाला और बड़ी संख्या में कार्यकर्ता भी उपस्थित थे."
In this meeting two state-level cabinet ministers were promoted to include them in the cabinet and a change in the responsibilities of some ministers is expected.,इस बैठक में दो राज्य स्तरीय मंत्रियों को अपग्रेड कर कैबिनेट में शामिल करने और कुछ मंत्रियों की जिम्मेदारियों में बदलाव की भी संभावना है।,इस बैठक में दो राज्य स्तरीय कैबिनेट मंत्रियों को कैबिनेट में शामिल करने के लिए पदोन्नत किया गया और कुछ मंत्रियों की जिम्मेदारियों में बदलाव की उम्मीद है.
"Currently in judicial custody at the Central Jail on charges of sexual abuse of a minor, the student Asaram will spend his Diwali in jail this time.",नाबालिग छात्रा के यौन उत्पीड़न के आरोप में यहां सेंट्रल जेल में न्यायिक हिरासत के तहत बंद आसाराम की इस बार की दिवाली जेल में मनेगी।,वर्तमान में नाबालिग के यौन शोषण के आरोप में केंद्रीय जेल में न्यायिक अभिरक्षा में छात्र आसाराम इस बार अपनी दिवाली जेल में बिताएंगे.
"Apart from Jodhpur, Asaram is also a suspect in the case of the rape of a girl in Surat.",जोधपुर के अलावा आसाराम सूरत की एक लड़की से दुष्कर्म के मामले में भी आरोपी हैं।,जोधपुर के अलावा आसाराम सूरत में एक लड़की के साथ बलात्कार के मामले में भी संदिग्ध है.
"Meanwhile, his son Narayan Sai is on the run from the police.","वहीं, उनके बेटे नारायण साईं पुलिस से भागते फिर रहे हैं।",इस बीच. उसका बेटा नारायण साई पुलिस से फरार है.
And so now an arrest warrant has been issued for him by the Gujarat police.,और इसीलिए अब उनके खिलाफ गुजरात पुलिस द्वारा गिरफ्तारी वारंट भी जारी कर दिया गया है।,और इसलिए अब गुजरात पुलिस द्वारा उसके लिए गिरफ्तारी वारंट जारी कर दिया गया है.
From Ahmedabad a report is also coming in that Asaram's trustees are also slowly breaking away from Asaram.,अहमदाबाद से यह भी खबर आ रही है कि आसाराम के ट्रस्टियों ने भी अब धीरे-धीरे कर आसाराम से किनारा करना शुरू कर दिया है।,अहमदाबाद से यह भी खबर आ रही है कि आसाराम के न्यासी भी धीरे-धीरे आसाराम से अलग हो रहे हैं.
Further action is now also being taken on Asaram's ashrams that have been built illegally or on public land.,"इसके अलावा अब आसाराम के उन आश्रमों पर भी कार्रवाई हो रही है, जो अवैध रूप से या फिर सरकारी जमीन पर निर्माणित हैं।",आसाराम के उन आश्रमों पर भी अब आगे की कार्रवाई की जा रही है जो अवैध रूप से या सार्वजनिक भूमि पर बनाए गए हैं.
We have already informed you that Asaram is the owner of more than 400 Ashrams.,यह तो हम आपको पहले ही बता चुके हैं कि आसाराम 400 से भी अधिक आश्रमों के मालिक हैं।,हम आपको पहले ही बता चुके हैं कि आसाराम 400 से अधिक आश्रमों के स्वामी हैं.
"Amongst these is one ashram in New Jersey, USA.",इनमें एक आश्रम तो अमेरिका के न्यूजर्सी में भी है।,इनमें से एक न्यू जर्सी. यू. एस. ए. में स्थित एक आश्रम है.
Asaram and his son are accused of various crimes.,आसाराम और उनके बेटे पर तरह-तरह के आरोप लग रहे हैं।,आसाराम और उसके बेटे पर विभिन्न अपराधों का आरोप है.
"In spite of this, the blind faith of some of their devotees continues.",इस पर भी उनके कई भक्तों की अंधश्रद्धा खत्म ही नहीं हो रही।,इसके बावजूद उनके कुछ भक्तों का अंधविश्वास बना हुआ है.
"Asaram has a following not only in India, but also equally in America.","आसाराम का भारत में ही नहीं, बल्कि अमेरिका में ही उतना भी प्रभुत्व है।",आसाराम के न केवल भारत में बल्कि अमेरिका में भी समान रूप से अनुयायी हैं.
"Here in India, Asaram is in jail and his devotees are slowly breaking away from him, but this is not at all the case in America.","यहां भारत में आसाराम भले ही जेल में हों और उनसे भक्त दूर होते जा रहे हों, लेकिन अमेरिका में ऐसा बिल्कुल नहीं।",भारत में आसाराम जेल में हैं और उनके भक्त धीरे-धीरे उनसे अलग हो रहे हैं. लेकिन अमेरिका में ऐसा बिल्कुल नहीं है.
In the New Jersey ashram even now the devotees continue to come as before and pray to Asaram.,न्यूजर्सी स्थित आश्रम में तो अब भी भक्त पहले की ही तरह आश्रम आकर आसाराम के दर्शन कर रहे हैं।,न्यू जर्सी आश्रम में आज भी पहले की तरह श्रद्धालु आते रहते हैं और आसाराम से प्रार्थना करते रहते हैं.
"John Kerry says US spying has ""reached too far inappropriately"" in unprecedented admission","अनपेक्षित स्वीकारोक्ति में जॉन केरी ने कहा कि यू.एस. जासूसी ""अनुपयुक्त रूप से बहुत आगे चली गई है""",जॉन केरी का कहना है कि अमेरिका की जासूसी बहुत हद तक अनुचित तरीके से पहुंच गई है
"John Kerry has indicated a softening of the U.S's defensive stance on its surveillance programmes with an unprecedented admission that on occasions its spying has ""reached too far inappropriately.""","जॉन केरी ने अनपेक्षित रूप यह स्वीकार करने के द्वारा अपने निगरानी कार्यक्रम पर यू.एस. का सुरक्षात्मक रवैया नरम पड़ने का संकेत दिया है कि कभी-कभी इसकी जासूसी ""अनुपयुक्त रूप से बहुत आगे चल जाती है।""",जॉन केरी ने अपने निगरानी कार्यक्रमों पर अमेरिका के रक्षात्मक रुख में नरमी का संकेत दिया है और इस बात को स्वीकार किया है कि कई मौकों पर उसकी जासूसी अनुचित रूप से बहुत दूर तक पहुंच गई है.
"The Secretary of State also admitted that he'd been guilty, along with Barack Obama, of being on ""automatic pilot"" as incendiary revelations from whistleblower Edward Snowden about the NSA's spying activities emerged.","राज्य मंत्री ने यह भी स्वीकार किया है कि एन.एस.ए. के जासूसी क्रियाकलापों के सामने आने के बारे में मुखबिर एडवर्ड स्नोडेन की ओर विद्रोहात्मक प्रकटीकरण के रूप में ""स्वचालित पायलट"" पर होने के मामले में बराक ओबामा के साथ वे भी दोषी हैं।","विदेश मंत्री ने यह भी स्वीकार किया कि वह बराक ओबामा के साथ "" स्वचालित पायलट पर "" होने के लिए दोषी थे क्योंकि एनएसए की जासूसी गतिविधियों के बारे में व्हिसलब्लोअर एडवर्ड स्नोडेन के उत्तेजक खुलासे सामने आए थे."
The leaks have put the US government at the centre of a diplomatic storm with its allies.,इस रहस्योद्धाटन ने यू.एस. सरकार को इसके सहयोगी देशों के साथ सम्बन्ध में कूटनीतिक भूचाल ला दिया है।,लीक ने अमेरिकी सरकार को अपने सहयोगियों के साथ राजनयिक तूफान के केंद्र में डाल दिया है.
"Speaking to an open government conference in London via video link, Mr Kerry said: ""There is no question that the President and I and others in government have actually learned of some things that had been happening on an automatic pilot because the ability has been there, going back to World War Two and to the very difficult years of the Cold War, and then, of course, 9/11.""","लंदन में मुक्त सरकार सम्मेलन में वीडियो लिंक के माध्यम से बोलते हुए श्री केरी ने कहाः ""इसमें कोई प्रश्न नहीं है कि राष्ट्रपति, मुझे, तथा सरकार में अन्य लोगों को ऑटोमैटिक पायलट के साथ होने वाली कुछ बातों के बारे में वास्तव में पता था, क्योंकि वापस देखें तो द्वितीय विश्व युद्ध, तथा शीत युद्ध के कठिनाईपूर्ण वर्षों, तथा फिर, निश्चित रूप से 9/11 में इसकी क्षमता थी।","वीडियो लिंक के माध्यम से लंदन में एक खुले सरकारी सम्मेलन से बात करते हुए श्री केरी ने कहाः "" इसमें कोई संदेह नहीं है कि राष्ट्रपति और मैं और सरकार में अन्य लोगों को वास्तव में कुछ चीजों के बारे में पता चला है जो एक स्वचालित पायलट पर हो रही थी क्योंकि क्षमता वहाँ रही है"
"He then became the first high-ranking member of the U.S government to admit that US spying had crossed the line, but emphasised that no one's rights had been abused.","वे यू.एस. सरकार के पहले उच्च श्रेणी के सदस्य बन गए हैं, जिन्होंने यह बात स्वीकार की है कि यू.एस. जासूसी ने अपनी सीमा लांघी है, लेकिन इस बात पर जोर दिया है कि किसी के अधिकारों का दुरुपयोग नहीं किया गया।",इसके बाद वह अमेरिकी सरकार के पहले उच्च पदस्थ सदस्य बन गए जिन्होंने यह स्वीकार किया कि अमेरिकी जासूसी ने सीमा को पार कर लिया था. लेकिन इस बात पर जोर दिया कि किसी के भी अधिकारों का दुरुपयोग नहीं किया गया था.
"He said: ""In some cases, it has reached too far inappropriately.""","उन्होंने कहा किः ""कुछ मामलों में, यह अनुपयुक्त रूप से बहुत आगे चली गई है।""",उन्होंने कहाः कुछ मामलों में यह अनुचित रूप से बहुत दूर तक पहुंच गया है.
And the President is determined to try to clarify and make clear for people and is now doing a thorough review in order that nobody will have the sense of abuse.,तथा राष्ट्रपति लोगों के लिए यह स्पष्ट करने का प्रयास करने के लिए दृढ़ संकल्पित हैं तथा अभी गहन समीक्षा कर रहे हैं ताकि किसी भी व्यक्ति में दुरुपयोग का भाव न आए।,और राष्ट्रपति स्पष्ट करने और लोगों के लिए स्पष्ट करने की कोशिश करने के लिए दृढ़ हैं और अब पूरी तरह से समीक्षा कर रहे हैं ताकि किसी को भी दुर्व्यवहार की भावना न हो.
I assure you innocent people are not being abused in this process.,मैं आपको भरोसा दिलाता हूँ कि इस प्रक्रिया में बेगुनाह लोगों के साथ कुछ गलत नहीं हो रहा।,मैं आपको विश्वास दिलाता हूं कि इस प्रक्रिया में निर्दोष लोगों के साथ दुर्व्यवहार नहीं किया जा रहा है.
"Mr Kerry insisted, however, that the NSA was a force for good and that its surveillance operations had saved many lives.","श्री केरी ने इस बात पर जोर दिया कि तथापि, एन.एस.ए. अच्छे उद्देश्य के लिए प्रयासरत थी, तथा इसके निगरानी कार्य ने बहुत से लोगों का जीवन बचाया है।",हालांकि श्री केरी ने इस बात पर जोर दिया कि एनएसए अच्छे के लिए एक ताकत है और इसके निगरानी अभियानों ने कई लोगों की जान बचाई है.
"He added: ""We're dealing in a new world where people are willing to blow themselves up.""","आगे उन्होंने बताया किः ""हम ऐसी दुनिया का सामना कर रहे हैं, जहां लोग खुद को उड़ाने के लिए तैयार हैं।""","उन्होंने आगे कहाः "" हम एक नई दुनिया में काम कर रहे हैं जहाँ लोग खुद को उड़ाने के लिए तैयार हैं."
There is radical extremism in the world that is hell-bent and determined to try to kill people and blow people up and attack governments.,"दुनिया में कट्टरपंथी उग्रवाद है, जो लोगों को जान से मारने उन्हें उड़ा देने तथा सरकारों पर हमला करने के लिए कटिबद्ध है।",दुनिया में कट्टरपंथी चरमपंथ है जो लोगों को मारने और लोगों को उड़ाने और सरकारों पर हमला करने की कोशिश करने के लिए दृढ़ संकल्पित है.
So what if you were able to intercept that and stop it before it happens?,तो यदि आप इसे घटित होने से पहले रोकने में सक्षम हैं तो क्या परेशानी है?,तो क्या होगा अगर आप इसे रोकने में सक्षम थे और इससे पहले कि यह होता है.
"We have actually prevented airplanes from going down, buildings from being blown up, and people from being assassinated because we've been able to learn ahead of time of the plans.","हमने विमान को वास्तव में गिरने, इमारतों को ध्वस्त होने, तथा लोगों को हत्या किए जाने से बचाया है क्योंकि हम दूसरों की योजना के बारे में पहले से जानने में सक्षम रहे हैं।",हमने वास्तव में हवाई जहाजों को नीचे जाने से रोका है
"Meanwhile, U.S. lawmakers will head to Europe to help address concerns abroad about alleged U.S. spying and convince the Europeans of the need to continue joint anti-terrorism efforts with the U.S., the chairman of a Senate subcommittee on European affairs said on Thursday.","इस दौरान, गुरुवार को यूरोपीय मामलों की सीनेट उपसमिति के अध्यक्ष ने कहा कि तथाकथित यू.एस. जासूसी के बारे में विदेशों में चिंता का समाधान करने में सहायता करने के लिए यू.एस. के विधिनिर्माता यूरोप जाएंगे, तथा यूरोपीय देशों को यू.एस. के साथ संयुक्त रूप से भ्रष्टाचार-रोधी प्रयासों को जारी रखने की आवश्यकता के बारे में समझाने का प्रयास करेंगे।",इस बीच. अमेरिकी कानून निर्माता कथित अमेरिकी जासूसी के बारे में विदेशों में चिंताओं को दूर करने में मदद करने के लिए यूरोप जाएंगे और यूरोपीय लोगों को अमेरिका के साथ संयुक्त आतंकवाद विरोधी प्रयासों को जारी रखने की आवश्यकता के बारे में आश्वस्त करेंगे. यूरोपीय मामलों पर एक सीनेट उपसमिति के अध्यक्ष ने गुरुवार को कहा.
Senator Chris Murphy of Connecticut said he spoke with European Parliament members and others this week and is concerned about their threats to stop participating in anti-terrorist organizations because of frustration over surveillance by the National Security Agency.,कॉनेक्टीकट के सीनेटर क्रिस मर्फी ने कहा कि उन्होंने इस सप्ताह यूरोपियन संसद के सदस्यों तथा अन्य लोगों से बात की है तथा राष्ट्रीय सुरक्षा एजेन्सी द्वारा निगरानी को लेकर कुंठा के कारण आतंकवाद विरोधी संगठनों में उनके द्वारा सहभागिता रोके जाने की धमकियों को लेकर वे चिंतित हैं।,कनेक्टिकट के सीनेटर क्रिस मर्फी ने कहा कि उन्होंने इस सप्ताह यूरोपीय संसद के सदस्यों और अन्य लोगों से बात की है और राष्ट्रीय सुरक्षा एजेंसी द्वारा निगरानी पर निराशा के कारण आतंकवाद विरोधी संगठनों में भाग लेना बंद करने की उनकी धमकियों के बारे में चिंतित हैं.
"""It's really important for U.S. national security interests for Europeans to stay on board with us with respect to our mutual anti-terrorism endeavors,"" Murphy, a first-term Democrat and chairman of the Senate Foreign Relations Subcommittee on European Affairs, said in an interview from Washington.","डेमोक्रेट पार्टी के पहली बार चुने गए तथा यूरोपीय मामलों की सीनेट विदेशी सम्बन्ध उपसमिति के अध्यक्ष मर्फी ने, वाशिंगटन से साक्षात्कार में कहा, ""यू.एस. राष्ट्रीय सुरक्षा हितों के लिए यह वास्तव में महत्वपूर्ण है कि हमारे आतंकवाद-रोधी प्रयासों के संदर्भ में यूरोपीय देश हमारे साथ हों।""",""" यूरोपीय लोगों के लिए अमेरिकी राष्ट्रीय सुरक्षा हितों के लिए यह वास्तव में महत्वपूर्ण है कि वे हमारे आपसी आतंकवाद विरोधी प्रयासों के संबंध में हमारे साथ बने रहें"
"And I'm going to Europe to make it clear to them that we need to continue to work together in combatting terrorism, notwithstanding their anger over these NSA programs.","यूरोपीय देशों को यह स्पष्ट करने के लिए कि आतंकवाद से लड़ने के लिए हमें साथ मिलकर काम जारी रखने की आवश्यकता है, जो एन.एस.ए. कार्यक्रम के बारे में उनके गुस्से से प्रभावित नहीं होना चाहिए।",और मैं उन्हें यह स्पष्ट करने के लिए यूरोप जा रहा हूँ कि हमें आतंकवाद का मुकाबला करने के लिए मिलकर काम करना जारी रखने की जरूरत है. इन एनएसए कार्यक्रमों पर उनके गुस्से के बावजूद.
"News reports that the NSA swept up millions of phone records in Europe have frayed relations with some U.S. allies, though the agency's chief said this week that they were inaccurate and reflected a misunderstanding of metadata that Nato allies collected and shared with the United States.","एन.एस.ए. द्वारा यूरोप के लाखों फोन वार्तालाप को रिकॉर्ड करने की खबरों ने यू.एस. के कुछ सहयोगी देशों के साथ सम्बन्ध में कटुता लाया है, यद्यपि कि एजेन्सी के प्रमुख ने कहा कि ये खबरें पूरी तरह सही नहीं हैं, तथा नाटो सहयोगी राष्ट्रों द्वारा संगृहीत संयुक्त राष्ट्र के साथ साझा किए जाने वाले मेटाडेटा की गलतफहमी को दर्शाता है।",समाचार रिपोर्टों में कहा गया है कि NSA ने यूरोप में लाखों फोन रिकॉर्डों को नष्ट कर दिया है और कुछ अमेरिकी सहयोगियों के साथ संबंधों में खटास पैदा कर दी है
Other revelations cited documents leaked by Snowden that the NSA monitored German Chancellor Angela Merkel's cellphone and those of up to 34 other world leaders.,स्नोडेन द्वारा लीक किए गए दस्तावेजों में अन्य प्रकटीकरणों से पता लगता है कि एन.एस.ए. ने जर्मन चांसलर एजेन्ला मर्कल समेत दुनिया के 34 अन्य शीर्ष नेताओं के सेलफोन मॉनीटर किए हैं।,अन्य खुलासों में स्नोडेन द्वारा लीक किए गए दस्तावेजों का हवाला दिया गया है कि एनएसए ने जर्मन चांसलर एंजेला मर्केल और 34 अन्य विश्व नेताओं के सेलफोन की निगरानी की.
